frame,t_sec,u0,u1,u2,u3,u4,u5
376,6.266667,0.487913,0.406354,0.915348,0.463463,0.171056,0.557214
377,6.283333,0.494065,0.429783,0.925587,0.462236,0.164359,0.582116
378,6.300000,0.500370,0.453076,0.934855,0.460928,0.158365,0.606736
379,6.316667,0.506764,0.476090,0.943069,0.459532,0.153127,0.630944
380,6.333333,0.513182,0.498682,0.950146,0.458046,0.148698,0.654609
381,6.350000,0.519559,0.520707,0.956004,0.456464,0.145133,0.677600
382,6.366667,0.525832,0.542023,0.960561,0.454781,0.142483,0.699787
383,6.383333,0.531935,0.562486,0.963735,0.452994,0.140804,0.721039
384,6.400000,0.537804,0.581953,0.965444,0.451097,0.140148,0.741227
385,6.416667,0.543376,0.600281,0.965604,0.449085,0.140568,0.760219
386,6.433333,0.548584,0.617326,0.964134,0.446955,0.142118,0.777885
387,6.450000,0.553365,0.632945,0.960952,0.444701,0.144852,0.794094
388,6.466667,0.557655,0.646995,0.955974,0.442319,0.148823,0.808717
389,6.483333,0.561388,0.659332,0.949120,0.439804,0.154084,0.821621
390,6.500000,0.564500,0.669814,0.940306,0.437152,0.160688,0.832678
391,6.516667,0.567380,0.678723,0.928434,0.434228,0.169087,0.842397
392,6.533333,0.570444,0.686483,0.912659,0.430922,0.179602,0.851379
393,6.550000,0.573665,0.693158,0.893279,0.427266,0.192095,0.859633
394,6.566667,0.577021,0.698813,0.870592,0.423292,0.206425,0.867164
395,6.583333,0.580485,0.703514,0.844897,0.419031,0.222455,0.873979
396,6.600000,0.584033,0.707324,0.816492,0.414515,0.240043,0.880087
397,6.616667,0.587640,0.710308,0.785674,0.409777,0.259052,0.885493
398,6.633333,0.591281,0.712532,0.752744,0.404847,0.279342,0.890204
399,6.650000,0.594931,0.714061,0.717997,0.399758,0.300773,0.894228
400,6.666667,0.598566,0.714958,0.681734,0.394541,0.323206,0.897572
401,6.683333,0.602160,0.715290,0.644252,0.389228,0.346503,0.900241
402,6.700000,0.605690,0.715120,0.605850,0.383851,0.370522,0.902245
403,6.716667,0.609129,0.714514,0.566825,0.378443,0.395127,0.903589
404,6.733333,0.612454,0.713536,0.527476,0.373033,0.420176,0.904280
405,6.750000,0.615639,0.712252,0.488101,0.367655,0.445532,0.904325
406,6.766667,0.618659,0.710725,0.448999,0.362340,0.471054,0.903732
407,6.783333,0.621490,0.709022,0.410469,0.357120,0.496602,0.902507
408,6.800000,0.624107,0.707206,0.372806,0.352027,0.522040,0.900657
409,6.816667,0.626485,0.705343,0.336312,0.347093,0.547225,0.898189
410,6.833333,0.628599,0.703498,0.301283,0.342348,0.572020,0.895111
411,6.850000,0.630424,0.701735,0.268019,0.337826,0.596285,0.891428
412,6.866667,0.631936,0.700118,0.236816,0.333558,0.619882,0.887149
413,6.883333,0.633110,0.698714,0.207974,0.329575,0.642669,0.882280
414,6.900000,0.633920,0.697587,0.181790,0.325910,0.664509,0.876827
415,6.916667,0.634342,0.696801,0.158564,0.322594,0.685261,0.870799
416,6.933333,0.634352,0.696422,0.138592,0.319659,0.704788,0.864201
417,6.950000,0.633924,0.696513,0.122175,0.317137,0.722948,0.857042
418,6.966667,0.633033,0.697141,0.109609,0.315060,0.739604,0.849327
419,6.983333,0.631655,0.698370,0.101194,0.313459,0.754616,0.841064
420,7.000000,0.629764,0.700265,0.097227,0.312367,0.767844,0.832260
421,7.016667,0.627326,0.702717,0.097827,0.311930,0.779718,0.822349
422,7.033333,0.624341,0.705552,0.102729,0.312239,0.790781,0.810835
423,7.050000,0.620837,0.708737,0.111650,0.313235,0.801064,0.797829
424,7.066667,0.616843,0.712237,0.124308,0.314859,0.810597,0.783442
425,7.083333,0.612388,0.716021,0.140421,0.317054,0.819414,0.767786
426,7.100000,0.607500,0.720054,0.159707,0.319761,0.827545,0.750970
427,7.116667,0.602209,0.724303,0.181885,0.322923,0.835020,0.733106
428,7.133333,0.596543,0.728735,0.206672,0.326481,0.841872,0.714306
429,7.150000,0.590531,0.733316,0.233788,0.330377,0.848131,0.694680
430,7.166667,0.584202,0.738012,0.262948,0.334554,0.853829,0.674339
431,7.183333,0.577583,0.742791,0.293874,0.338952,0.858998,0.653393
432,7.200000,0.570705,0.747618,0.326280,0.343515,0.863668,0.631956
433,7.216667,0.563596,0.752461,0.359888,0.348184,0.867870,0.610135
434,7.233333,0.556284,0.757286,0.394413,0.352900,0.871636,0.588045
435,7.250000,0.548798,0.762060,0.429575,0.357606,0.874997,0.565794
436,7.266667,0.541167,0.766748,0.465092,0.362244,0.877985,0.543494
437,7.283333,0.533421,0.771319,0.500680,0.366756,0.880630,0.521257
438,7.300000,0.525587,0.775738,0.536061,0.371083,0.882965,0.499192
439,7.316667,0.517694,0.779971,0.570949,0.375167,0.885019,0.477412
440,7.333333,0.509771,0.783986,0.605065,0.378951,0.886825,0.456027
441,7.350000,0.501847,0.787750,0.638125,0.382377,0.888413,0.435148
442,7.366667,0.493950,0.791227,0.669849,0.385385,0.889816,0.414886
443,7.383333,0.486110,0.794386,0.699954,0.387919,0.891063,0.395353
444,7.400000,0.478354,0.797193,0.728160,0.389919,0.892187,0.376658
445,7.416667,0.470713,0.799614,0.754182,0.391329,0.893219,0.358914
446,7.433333,0.463213,0.801616,0.777740,0.392089,0.894190,0.342230
447,7.450000,0.455886,0.803165,0.798552,0.392143,0.895131,0.326719
448,7.466667,0.448758,0.804229,0.816336,0.391431,0.896073,0.312491
449,7.483333,0.441858,0.804773,0.830810,0.389895,0.897048,0.299657
450,7.500000,0.435217,0.804764,0.841692,0.387478,0.898088,0.288328
451,7.516667,0.428303,0.804517,0.849451,0.383768,0.898949,0.277989
452,7.533333,0.420627,0.804344,0.854840,0.378481,0.899383,0.268059
453,7.550000,0.412271,0.804209,0.858007,0.371754,0.899416,0.258548
454,7.566667,0.403322,0.804076,0.859096,0.363720,0.899068,0.249467
455,7.583333,0.393863,0.803908,0.858254,0.354516,0.898365,0.240826
456,7.600000,0.383980,0.803670,0.855627,0.344276,0.897328,0.232638
457,7.616667,0.373757,0.803324,0.851361,0.333137,0.895981,0.224912
458,7.633333,0.363278,0.802835,0.845602,0.321233,0.894347,0.217659
459,7.650000,0.352629,0.802166,0.838496,0.308700,0.892450,0.210891
460,7.666667,0.341894,0.801282,0.830189,0.295673,0.890312,0.204618
461,7.683333,0.331158,0.800146,0.820826,0.282287,0.887957,0.198852
462,7.700000,0.320505,0.798722,0.810556,0.268677,0.885407,0.193602
463,7.716667,0.310020,0.796973,0.799522,0.254980,0.882687,0.188880
464,7.733333,0.299789,0.794863,0.787872,0.241330,0.879819,0.184697
465,7.750000,0.289894,0.792357,0.775751,0.227862,0.876826,0.181063
466,7.766667,0.280422,0.789417,0.763305,0.214711,0.873731,0.177990
467,7.783333,0.271457,0.786009,0.750681,0.202015,0.870559,0.175489
468,7.800000,0.263083,0.782094,0.738024,0.189906,0.867331,0.173569
469,7.816667,0.255385,0.777638,0.725481,0.178522,0.864072,0.172243
470,7.833333,0.248448,0.772603,0.713197,0.167996,0.860803,0.171521
471,7.850000,0.242357,0.766955,0.701319,0.158465,0.857549,0.171413
472,7.866667,0.237196,0.760656,0.689992,0.150063,0.854333,0.171932
473,7.883333,0.233050,0.753670,0.679363,0.142926,0.851178,0.173086
474,7.900000,0.230003,0.745961,0.669577,0.137190,0.848106,0.174889
475,7.916667,0.228141,0.737493,0.660782,0.132989,0.845141,0.177349
476,7.933333,0.227548,0.728229,0.653122,0.130458,0.842307,0.180479
477,7.950000,0.228308,0.718134,0.646744,0.129734,0.839627,0.184289
478,7.966667,0.230507,0.707171,0.641794,0.130952,0.837122,0.188790
479,7.983333,0.234228,0.695303,0.638418,0.134246,0.834818,0.193993
480,8.000000,0.239558,0.682495,0.636762,0.139752,0.832737,0.199908
481,8.016667,0.247033,0.667864,0.636778,0.147738,0.830881,0.207148
482,8.033333,0.257014,0.650692,0.638245,0.158268,0.829226,0.216228
483,8.050000,0.269316,0.631195,0.641046,0.171167,0.827749,0.227010
484,8.066667,0.283753,0.609585,0.645065,0.186264,0.826432,0.239360
485,8.083333,0.300143,0.586078,0.650187,0.203388,0.825252,0.253140
486,8.100000,0.318301,0.560885,0.656294,0.222368,0.824189,0.268216
487,8.116667,0.338042,0.534223,0.663271,0.243029,0.823223,0.284450
488,8.133333,0.359181,0.506305,0.671003,0.265200,0.822334,0.301707
489,8.150000,0.381534,0.477344,0.679371,0.288710,0.821500,0.319851
490,8.166667,0.404919,0.447554,0.688262,0.313387,0.820701,0.338747
491,8.183333,0.429148,0.417151,0.697558,0.339057,0.819917,0.358257
492,8.200000,0.454038,0.386348,0.707144,0.365550,0.819126,0.378245
493,8.216667,0.479405,0.355358,0.716903,0.392693,0.818308,0.398576
494,8.233333,0.505066,0.324395,0.726719,0.420315,0.817444,0.419115
495,8.250000,0.530833,0.293674,0.736477,0.448243,0.816511,0.439724
496,8.266667,0.556524,0.263410,0.746059,0.476304,0.815490,0.460268
497,8.283333,0.581955,0.233813,0.755351,0.504330,0.814359,0.480611
498,8.300000,0.606939,0.205101,0.764236,0.532143,0.813099,0.500616
499,8.316667,0.631294,0.177487,0.772597,0.559575,0.811689,0.520147
500,8.333333,0.654835,0.151185,0.780319,0.586453,0.810107,0.539069
501,8.350000,0.677378,0.126406,0.787286,0.612607,0.808334,0.557247
502,8.366667,0.698737,0.103368,0.793381,0.637861,0.806350,0.574542
503,8.383333,0.718729,0.082284,0.798489,0.662045,0.804132,0.590820
504,8.400000,0.737170,0.063367,0.802494,0.684987,0.801661,0.605944
505,8.416667,0.753875,0.046831,0.805278,0.706516,0.798916,0.619780
506,8.433333,0.768658,0.032890,0.806727,0.726458,0.795877,0.632189
507,8.450000,0.781337,0.021760,0.806724,0.744641,0.792523,0.643037
508,8.466667,0.791726,0.013652,0.805153,0.760895,0.788833,0.652187
509,8.483333,0.799642,0.008781,0.801898,0.775047,0.784787,0.659504
510,8.500000,0.804899,0.007362,0.796843,0.786924,0.780364,0.664851
511,8.516667,0.807587,0.009688,0.789956,0.797234,0.775604,0.668509
512,8.533333,0.808010,0.015747,0.781353,0.806800,0.770565,0.670889
513,8.550000,0.806309,0.025293,0.771143,0.815623,0.765257,0.672051
514,8.566667,0.802625,0.038081,0.759431,0.823705,0.759690,0.672053
515,8.583333,0.797098,0.053866,0.746324,0.831049,0.753874,0.670955
516,8.600000,0.789870,0.072403,0.731928,0.837657,0.747818,0.668815
517,8.616667,0.781080,0.093446,0.716350,0.843530,0.741532,0.665694
518,8.633333,0.770870,0.116750,0.699698,0.848671,0.735025,0.661649
519,8.650000,0.759380,0.142070,0.682077,0.853082,0.728308,0.656741
520,8.666667,0.746750,0.169162,0.663592,0.856766,0.721389,0.651028
521,8.683333,0.733123,0.197778,0.644354,0.859723,0.714280,0.644570
522,8.700000,0.718637,0.227675,0.624467,0.861956,0.706988,0.637426
523,8.716667,0.703434,0.258606,0.604038,0.863467,0.699524,0.629654
524,8.733333,0.687654,0.290329,0.583172,0.864259,0.691897,0.621315
525,8.750000,0.671440,0.322594,0.561978,0.864333,0.684118,0.612466
526,8.766667,0.654929,0.355159,0.540563,0.863692,0.676195,0.603169
527,8.783333,0.638264,0.387780,0.519030,0.862336,0.668139,0.593480
528,8.800000,0.621585,0.420208,0.497490,0.860270,0.659959,0.583460
529,8.816667,0.605034,0.452199,0.476048,0.857494,0.651664,0.573169
530,8.833333,0.588750,0.483509,0.454810,0.854011,0.643266,0.562664
531,8.850000,0.572873,0.513893,0.433881,0.849822,0.634771,0.552005
532,8.866667,0.557546,0.543104,0.413372,0.844930,0.626192,0.541252
533,8.883333,0.542908,0.570897,0.393386,0.839337,0.617537,0.530463
534,8.900000,0.529101,0.597028,0.374032,0.833045,0.608817,0.519698
535,8.916667,0.516264,0.621252,0.355414,0.826056,0.600039,0.509015
536,8.933333,0.504539,0.643321,0.337641,0.818372,0.591216,0.498475
537,8.950000,0.494066,0.662993,0.320819,0.809996,0.582355,0.488136
538,8.966667,0.484986,0.680021,0.305054,0.800928,0.573467,0.478057
539,8.983333,0.477439,0.694160,0.290452,0.791172,0.564561,0.468297
540,9.000000,0.471567,0.705165,0.277122,0.780729,0.555647,0.458916
541,9.016667,0.467034,0.713483,0.264308,0.768728,0.546145,0.449166
542,9.033333,0.463376,0.719804,0.251227,0.754414,0.535542,0.438328
543,9.050000,0.460543,0.724247,0.237945,0.737967,0.523952,0.426506
544,9.066667,0.458481,0.726930,0.224524,0.719566,0.511485,0.413805
545,9.083333,0.457138,0.727973,0.211030,0.699387,0.498252,0.400328
546,9.100000,0.456464,0.727494,0.197526,0.677610,0.484366,0.386178
547,9.116667,0.456405,0.725612,0.184077,0.654414,0.469939,0.371459
548,9.133333,0.456911,0.722447,0.170746,0.629977,0.455081,0.356276
549,9.150000,0.457928,0.718117,0.157598,0.604478,0.439905,0.340731
550,9.166667,0.459406,0.712741,0.144696,0.578093,0.424522,0.324928
551,9.183333,0.461292,0.706439,0.132106,0.551005,0.409045,0.308972
552,9.200000,0.463534,0.699328,0.119891,0.523390,0.393584,0.292966
553,9.216667,0.466080,0.691528,0.108115,0.495427,0.378252,0.277013
554,9.233333,0.468879,0.683158,0.096842,0.467293,0.363159,0.261217
555,9.250000,0.471878,0.674337,0.086136,0.439170,0.348419,0.245683
556,9.266667,0.475026,0.665184,0.076063,0.411233,0.334143,0.230513
557,9.283333,0.478270,0.655817,0.066685,0.383662,0.320440,0.215812
558,9.300000,0.481559,0.646355,0.058067,0.356636,0.307426,0.201683
559,9.316667,0.484841,0.636919,0.050273,0.330334,0.295210,0.188231
560,9.333333,0.488063,0.627625,0.043367,0.304933,0.283904,0.175558
561,9.350000,0.491175,0.618594,0.037413,0.280611,0.273620,0.163767
562,9.366667,0.494123,0.609944,0.032476,0.257550,0.264469,0.152965
563,9.383333,0.496856,0.601795,0.028619,0.235925,0.256565,0.143254
564,9.400000,0.499322,0.594264,0.025907,0.215917,0.250017,0.134737
565,9.416667,0.501470,0.587471,0.024403,0.197702,0.244937,0.127518
566,9.433333,0.503246,0.581536,0.024173,0.181461,0.241439,0.121701
567,9.450000,0.504600,0.576576,0.025279,0.167371,0.239632,0.117390
568,9.466667,0.505480,0.572711,0.027787,0.155612,0.239629,0.114689
569,9.483333,0.505832,0.570060,0.031760,0.146361,0.241542,0.113701
570,9.500000,0.505606,0.568741,0.037262,0.139797,0.245481,0.114530
571,9.516667,0.505122,0.568388,0.044861,0.135789,0.251959,0.117419
572,9.533333,0.504722,0.568536,0.054967,0.134001,0.261279,0.122449
573,9.550000,0.504383,0.569160,0.067406,0.134306,0.273238,0.129480
574,9.566667,0.504084,0.570231,0.082006,0.136578,0.287633,0.138373
575,9.583333,0.503804,0.571725,0.098594,0.140691,0.304262,0.148987
576,9.600000,0.503520,0.573613,0.116998,0.146517,0.322925,0.161183
577,9.616667,0.503212,0.575870,0.137045,0.153930,0.343418,0.174822
578,9.633333,0.502858,0.578469,0.158561,0.162803,0.365539,0.189763
579,9.650000,0.502435,0.581384,0.181376,0.173009,0.389086,0.205867
580,9.666667,0.501923,0.584588,0.205316,0.184423,0.413858,0.222995
581,9.683333,0.501300,0.588053,0.230208,0.196917,0.439651,0.241005
582,9.700000,0.500544,0.591755,0.255878,0.210364,0.466264,0.259759
583,9.716667,0.499633,0.595666,0.282156,0.224638,0.493495,0.279117
584,9.733333,0.498547,0.599759,0.308870,0.239614,0.521142,0.298941
585,9.750000,0.497263,0.604008,0.335844,0.255162,0.549002,0.319088
586,9.766667,0.495760,0.608387,0.362906,0.271157,0.576873,0.339419
587,9.783333,0.494017,0.612869,0.389887,0.287473,0.604555,0.359797
588,9.800000,0.492011,0.617427,0.416609,0.303982,0.631842,0.380080
589,9.816667,0.489721,0.622035,0.442902,0.320558,0.658534,0.400128
590,9.833333,0.487125,0.626665,0.468594,0.337075,0.684430,0.419802
591,9.850000,0.484202,0.631293,0.493512,0.353406,0.709327,0.438963
592,9.866667,0.480931,0.635891,0.517482,0.369423,0.733022,0.457470
593,9.883333,0.477289,0.640432,0.540332,0.385000,0.755313,0.475183
594,9.900000,0.473256,0.644889,0.561890,0.400012,0.775999,0.491964
595,9.916667,0.468808,0.649238,0.581984,0.414331,0.794878,0.507673
596,9.933333,0.463926,0.653450,0.600439,0.427829,0.811746,0.522169
597,9.950000,0.458587,0.657498,0.617084,0.440382,0.826403,0.535313
598,9.966667,0.452770,0.661358,0.631745,0.451862,0.838645,0.546965
599,9.983333,0.446452,0.665002,0.644252,0.462142,0.848272,0.556987
